,Data,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao Piche,Temp Comp Media,Umidade Relativa Media,Velocidade do Vento Media
15485,26/05/2003,0.0,29.33,6.8,10.7,3.8,22.64,62.5,0.0
15486,27/05/2003,0.0,29.33,6.4,10.2,3.7,22.64,55.5,1.6
15487,28/05/2003,0.0,29.33,9.0,8.4,4.6,22.64,66.0,0.0
15488,29/05/2003,0.0,29.33,12.4,9.5,4.6,22.64,69.25,0.666667
15489,30/05/2003,0.0,29.33,15.2,10.5,2.9,22.64,64.0,0.6
15490,31/05/2003,0.0,29.33,15.0,10.0,5.2,22.64,60.25,1.666667
15491,01/06/2003,0.0,29.33,14.6,6.4,5.3,22.64,68.75,2.733333
15492,02/06/2003,0.0,29.33,13.6,6.8,4.0,22.64,65.75,1.333333
15493,03/06/2003,0.0,29.33,16.6,9.5,5.0,22.64,66.75,2.066667
15494,04/06/2003,0.0,29.33,17.0,9.0,4.8,22.64,69.5,1.333333
15495,05/06/2003,0.0,29.33,16.4,6.8,4.6,22.64,67.0,1.666667
15496,06/06/2003,0.0,29.33,16.4,7.0,5.2,22.64,71.0,1.666667
15497,07/06/2003,0.0,29.33,15.8,10.2,4.8,22.64,61.0,1.0
15498,08/06/2003,0.0,29.33,14.6,9.9,3.0,22.64,65.5,1.4
15499,09/06/2003,0.0,29.33,15.2,10.5,5.4,22.64,63.25,3.4
15500,10/06/2003,0.0,29.33,14.0,10.6,6.4,22.64,64.75,2.933333
15501,11/06/2003,0.0,29.33,12.6,10.6,6.1,22.64,65.0,1.333333
15502,12/06/2003,0.0,29.33,13.2,10.7,4.9,22.64,66.75,1.7333330000000002
15503,13/06/2003,0.0,29.33,15.2,10.0,4.0,22.64,66.75,1.0
15504,14/06/2003,0.0,29.33,14.4,11.0,7.0,22.64,62.25,1.0
15505,15/06/2003,0.0,29.33,15.4,10.4,5.4,22.64,64.25,0.666667
15506,16/06/2003,0.0,29.33,14.2,10.5,6.0,22.64,54.25,1.4
15507,17/06/2003,0.0,29.33,13.2,10.3,5.4,22.64,65.0,1.0
15508,18/06/2003,0.0,29.33,13.4,10.5,5.1,22.64,61.75,2.733333
15509,19/06/2003,0.0,29.33,13.6,10.5,5.2,22.64,54.75,2.333333
15510,20/06/2003,0.0,29.33,10.8,10.2,5.8,22.64,64.5,1.333333
15511,21/06/2003,0.0,29.33,11.2,9.0,4.3,22.64,51.25,1.0
15512,22/06/2003,0.0,29.33,8.0,10.3,5.5,22.64,65.5,2.066667
15513,23/06/2003,0.0,29.33,9.0,10.3,5.6,22.64,45.5,2.4
15514,24/06/2003,0.0,29.33,10.8,10.4,6.9,22.64,62.25,0.4
15515,25/06/2003,0.0,29.33,11.4,10.3,5.6,22.64,56.5,1.066667
15516,26/06/2003,0.0,29.33,12.8,10.3,6.6,22.64,55.5,1.0
15517,27/06/2003,0.0,29.33,10.0,10.3,6.0,22.64,53.5,1.0
15518,28/06/2003,0.0,29.33,12.8,10.3,6.2,22.64,47.0,1.666667
15519,29/06/2003,0.0,29.33,10.0,10.2,6.2,22.64,56.5,0.0
15520,30/06/2003,0.0,27.2,8.4,10.2,6.2,17.24,52.75,2.333333
15521,01/07/2003,0.0,26.7,11.4,10.3,7.8,18.1,52.25,2.066667
15522,02/07/2003,0.0,26.7,11.0,9.8,2.6,18.1,51.25,2.333333
15523,03/07/2003,0.0,27.9,9.0,10.3,5.0,17.26,54.0,1.333333
15524,04/07/2003,0.0,28.0,9.4,10.3,5.6,16.96,49.0,2.666667
15525,05/07/2003,0.0,28.1,12.0,10.4,8.6,17.98,45.0,2.333333
15526,06/07/2003,0.0,29.1,11.0,1.0,9.0,17.98,47.5,1.0
15527,07/07/2003,0.0,29.3,11.6,10.1,7.9,18.62,42.5,2.333333
15528,08/07/2003,0.0,29.1,13.8,9.9,10.2,18.58,42.5,3.0
15529,09/07/2003,0.0,28.9,13.0,10.4,8.4,19.02,56.75,1.333333
15530,10/07/2003,0.0,30.0,14.2,9.5,7.8,21.16,56.0,3.1333330000000004
15531,11/07/2003,0.0,25.9,15.2,6.3,6.0,19.1,75.75,2.333333
15532,12/07/2003,0.0,25.3,9.6,6.8,4.0,17.14,81.75,2.666667
15533,13/07/2003,0.0,26.9,11.2,5.8,2.3,19.02,76.0,1.0
15534,14/07/2003,0.0,26.0,15.0,9.6,3.7,18.52,68.0,3.333333
15535,15/07/2003,0.0,26.1,14.0,10.2,5.9,18.98,64.25,2.733333
15536,16/07/2003,0.0,26.9,13.8,9.8,5.9,19.5,50.75,1.8
15537,17/07/2003,0.0,28.3,11.6,10.1,5.8,19.14,53.25,3.2
15538,18/07/2003,0.0,27.5,14.2,10.0,7.8,18.7,56.5,3.333333
15539,19/07/2003,0.0,29.0,11.6,10.2,7.4,18.92,51.0,2.666667
15540,20/07/2003,0.0,30.1,12.0,11.1,6.6,19.42,45.0,1.333333
15541,21/07/2003,0.0,30.0,12.0,10.5,8.2,19.4,43.5,1.333333
15542,22/07/2003,0.0,28.8,13.4,10.6,5.8,19.04,42.5,3.333333
15543,23/07/2003,0.0,28.7,13.6,10.6,9.6,19.42,50.75,3.666667
15544,24/07/2003,0.0,28.7,12.2,10.6,7.4,18.94,52.75,0.666667
15545,25/07/2003,0.0,26.8,12.4,7.6,6.8,19.92,54.75,1.6
15546,26/07/2003,0.0,28.5,16.6,8.7,7.2,22.74,41.75,2.4
15547,27/07/2003,0.0,25.3,14.4,7.5,8.8,19.26,54.75,4.6666669999999995
15548,28/07/2003,0.0,26.7,13.2,10.8,6.1,20.1,45.0,3.0
15549,29/07/2003,0.0,28.7,15.0,8.7,7.6,21.14,44.75,1.0
15550,30/07/2003,0.0,29.0,16.2,9.4,7.9,21.72,45.0,1.0
15551,31/07/2003,0.0,21.8,15.6,6.0,7.5,19.44,47.0,3.333333
15552,01/08/2003,0.0,30.0,13.6,8.5,7.9,20.72,46.0,1.666667
15553,02/08/2003,0.0,29.5,16.4,9.2,8.5,22.18,43.0,2.666667
15554,03/08/2003,0.0,28.4,15.6,10.6,8.2,20.32,46.5,4.3333330000000005
15555,04/08/2003,0.0,28.0,13.2,8.9,8.8,21.04,44.5,2.066667
15556,05/08/2003,0.0,29.8,15.4,9.8,10.3,21.84,44.0,4.0
15557,06/08/2003,0.0,32.0,16.4,9.3,9.3,23.44,42.5,4.133333
15558,07/08/2003,0.0,26.3,15.4,9.9,9.9,20.42,63.25,2.6
15559,08/08/2003,0.0,32.0,14.8,7.1,5.1,22.72,56.5,2.266667
15560,09/08/2003,0.0,23.7,11.2,0.4,6.5,17.98,86.5,3.666667
15561,10/08/2003,0.0,25.3,11.0,6.0,2.0,18.5,66.75,2.0
15562,11/08/2003,0.0,27.5,8.6,9.3,3.2,17.9,53.75,2.0
15563,12/08/2003,0.0,31.5,11.6,9.3,5.4,21.62,49.75,1.666667
15564,13/08/2003,0.0,31.7,15.2,8.3,7.1,22.1,53.75,2.666667
15565,14/08/2003,0.0,31.8,14.8,10.6,7.1,22.44,42.25,2.0
15566,15/08/2003,0.0,31.3,15.4,7.3,8.6,22.06,44.0,3.2
15567,16/08/2003,3.9,25.3,13.2,9.9,7.3,18.94,65.0,2.333333
15568,17/08/2003,0.0,23.4,7.4,10.8,4.9,14.44,52.0,1.0
15569,18/08/2003,0.0,29.0,3.6,11.0,6.4,16.44,43.25,0.666667
15570,19/08/2003,0.0,30.5,12.2,10.8,8.8,20.5,38.0,2.0
15571,20/08/2003,0.0,29.5,15.0,11.0,8.2,20.22,42.75,2.333333
15572,21/08/2003,0.0,30.3,13.2,11.0,12.0,21.46,31.5,2.0
15573,22/08/2003,0.0,31.6,14.0,10.8,8.8,21.84,41.5,1.7333330000000002
15574,23/08/2003,0.0,31.7,14.0,11.0,11.6,21.94,30.5,2.666667
15575,24/08/2003,0.0,33.0,14.0,11.0,11.2,22.6,40.0,4.3333330000000005
15576,25/08/2003,0.0,26.1,13.4,3.5,5.8,17.38,80.5,2.266667
15577,26/08/2003,8.8,29.04,12.2,7.74,3.0,21.78,67.75,2.0
15578,27/08/2003,5.13,29.04,16.08,7.74,4.6,21.78,67.75,1.99
15579,28/08/2003,0.0,24.9,20.0,7.74,4.6,21.78,67.75,0.0
15580,29/08/2003,0.0,25.9,11.2,7.74,3.3,18.58,51.25,0.0
15581,30/08/2003,0.0,29.3,10.2,10.0,4.9,19.62,49.5,0.666667
15582,31/08/2003,0.0,32.1,12.0,8.1,5.2,22.7,50.5,2.266667
15583,01/09/2003,0.0,34.2,14.4,9.8,7.6,24.8,37.75,0.0
15584,02/09/2003,0.0,32.8,16.2,8.6,7.6,24.56,37.5,0.866667
15585,03/09/2003,0.0,34.2,13.0,9.6,8.2,23.64,37.5,0.666667
15586,04/09/2003,0.0,30.5,18.2,9.3,9.8,23.58,44.75,3.0
15587,05/09/2003,0.0,29.1,17.2,10.3,8.0,21.8,67.07,3.1
15588,06/09/2003,0.0,32.0,12.0,10.3,3.0,22.68,38.75,1.666667
15589,07/09/2003,0.0,31.7,13.0,9.0,10.0,23.14,36.25,4.0
15590,08/09/2003,0.0,31.5,18.2,9.3,11.4,23.86,45.0,3.6
15591,09/09/2003,0.0,29.4,20.2,1.1,11.2,24.56,42.25,0.666667
15592,10/09/2003,0.0,32.1,17.0,5.9,6.1,21.78,72.75,1.7333330000000002
15593,11/09/2003,0.0,23.8,13.0,4.4,5.3,17.28,74.25,0.4
15594,12/09/2003,0.0,34.3,11.8,8.1,2.8,23.3,51.75,1.166667
15595,13/09/2003,0.0,31.7,18.6,4.3,6.0,22.18,67.0,3.733333
15596,14/09/2003,5.9,31.5,13.0,10.1,4.2,21.98,51.5,1.066667
15597,15/09/2003,0.0,33.5,17.6,9.4,5.3,23.22,58.75,1.666667
15598,16/09/2003,1.0,20.9,17.0,0.0,6.6,18.38,89.5,1.6
15599,17/09/2003,34.0,27.3,15.0,6.2,1.1,21.3,59.5,1.0
15600,18/09/2003,0.0,32.0,14.4,9.7,3.8,22.36,59.5,0.666667
15601,19/09/2003,0.0,33.5,18.2,10.1,5.8,24.38,51.0,1.266667
15602,20/09/2003,0.0,35.2,18.0,10.3,7.0,26.44,33.0,3.666667
15603,21/09/2003,0.0,33.1,17.2,10.4,11.6,25.46,31.75,3.0
15604,22/09/2003,0.0,33.7,18.2,9.5,12.4,26.1,25.0,1.6
15605,23/09/2003,0.0,35.3,16.8,10.3,11.0,25.06,32.0,2.666667
15606,24/09/2003,0.0,37.5,18.4,10.4,11.2,26.34,32.25,1.066667
15607,25/09/2003,0.0,38.3,17.6,10.0,10.6,27.42,25.75,0.4
15608,26/09/2003,0.0,36.5,20.8,8.7,7.0,26.22,49.0,1.066667
15609,27/09/2003,5.6,31.2,19.8,4.2,8.2,23.88,63.25,0.666667
15610,28/09/2003,0.0,31.8,18.8,5.9,4.2,23.76,74.75,1.266667
15611,29/09/2003,4.0,29.5,18.0,4.9,3.6,22.86,65.5,0.666667
15612,30/09/2003,0.0,33.4,17.4,8.6,4.2,25.52,47.5,0.6
15613,01/10/2003,0.0,35.2,18.2,10.2,6.6,26.64,46.75,1.266667
15614,02/10/2003,0.0,39.3,21.2,9.5,7.6,27.46,48.25,1.7333330000000002
15615,03/10/2003,0.0,34.7,21.0,10.5,10.6,25.98,38.5,2.666667
15616,04/10/2003,0.0,35.2,20.0,10.5,10.6,26.84,38.5,3.666667
15617,05/10/2003,0.0,36.2,21.0,10.4,11.0,27.48,31.75,3.0
15618,06/10/2003,0.0,31.2,19.2,3.8,10.6,24.64,53.0,0.4
15619,07/10/2003,0.0,30.3,20.8,0.0,4.9,23.66,71.0,0.0
15620,08/10/2003,2.0,25.0,19.2,0.0,3.5,21.6,78.25,0.933333
15621,09/10/2003,0.4,33.2,19.4,4.9,3.5,23.32,73.5,4.4
15622,10/10/2003,39.8,30.7,17.8,5.4,6.0,22.9,70.0,0.4
15623,11/10/2003,3.6,25.0,19.2,0.4,3.8,21.12,83.25,0.666667
15624,12/10/2003,6.0,27.0,17.0,5.8,1.0,20.68,82.0,0.0
15625,13/10/2003,0.0,30.2,16.0,9.9,3.4,23.0,57.75,1.4
15626,14/10/2003,0.0,30.5,18.6,11.0,6.2,24.3,49.25,1.6
15627,15/10/2003,0.0,31.9,14.8,10.2,6.2,23.86,42.25,1.4
15628,16/10/2003,0.0,32.0,17.8,11.2,7.5,22.84,48.25,1.666667
15629,17/10/2003,0.0,32.8,17.0,11.7,7.5,24.08,38.25,2.066667
15630,18/10/2003,0.0,34.6,17.2,10.9,7.8,24.52,39.0,1.0
15631,19/10/2003,0.0,35.6,17.6,11.1,9.6,25.92,37.25,2.266667
15632,20/10/2003,0.0,37.3,18.6,7.0,9.4,27.58,41.25,1.0
15633,21/10/2003,0.0,36.2,18.8,10.0,9.2,27.84,43.25,0.666667
15634,22/10/2003,0.0,26.8,19.8,0.4,9.2,22.12,85.0,0.0
15635,23/10/2003,35.6,24.0,19.0,0.8,1.6,20.8,85.0,0.6
15636,24/10/2003,1.6,29.3,18.4,11.2,2.0,23.1,69.0,2.0
15637,25/10/2003,0.0,32.2,18.6,11.3,6.1,24.36,54.0,0.0
15638,26/10/2003,0.0,33.5,18.4,7.7,7.5,25.38,59.0,4.3333330000000005
15639,27/10/2003,1.6,26.3,20.4,0.5,6.0,22.66,80.75,0.6
15640,28/10/2003,0.0,27.4,19.6,0.2,1.7,23.28,70.0,0.4
15641,29/10/2003,0.0,24.4,19.6,0.8,3.7,21.44,73.25,0.4
15642,30/10/2003,1.0,28.7,17.8,4.9,3.2,22.98,59.25,1.0
15643,31/10/2003,0.0,33.1,16.8,8.5,4.6,23.54,65.5,1.2
15644,01/11/2003,17.2,30.7,19.2,4.9,5.4,23.98,75.0,1.9333330000000002
15645,02/11/2003,6.2,29.0,19.2,1.5,2.2,22.6,88.5,1.7333330000000002
15646,03/11/2003,1.0,29.0,17.2,10.4,2.0,23.04,57.0,0.6
15647,04/11/2003,0.0,30.3,14.0,9.8,4.4,21.94,58.25,2.6
15648,05/11/2003,0.0,29.0,17.4,7.1,5.8,22.16,72.0,2.4
15649,06/11/2003,26.0,27.2,19.4,2.2,4.6,21.92,78.25,3.933333
15650,07/11/2003,0.0,30.2,18.4,8.2,3.8,22.2,72.25,1.333333
15651,08/11/2003,0.5,33.1,18.4,11.5,3.8,24.58,56.75,1.0
15652,09/11/2003,0.0,34.3,18.6,11.3,5.5,26.58,47.25,0.333333
15653,10/11/2003,0.0,35.9,17.0,11.2,7.2,26.06,49.75,0.0
15654,11/11/2003,0.0,34.9,20.0,11.5,7.5,26.62,53.75,1.666667
15655,12/11/2003,0.0,34.7,23.6,10.6,7.8,27.82,55.5,2.566667
15656,13/11/2003,0.7,26.0,20.0,0.0,8.0,21.84,89.25,0.0
15657,14/11/2003,3.6,31.5,17.2,10.8,1.0,24.18,64.5,0.4
15658,15/11/2003,0.0,33.1,20.0,8.5,4.9,25.3,67.75,1.666667
15659,16/11/2003,23.0,27.6,20.0,4.4,5.5,23.6,76.0,1.7333330000000002
15660,17/11/2003,13.2,25.0,19.0,7.68,3.7,20.44,94.0,1.333333
15661,18/11/2003,23.0,32.1,18.8,4.1,2.4,24.02,45.25,4.0
15662,19/11/2003,0.0,29.3,20.4,7.67,3.3,23.26,79.5,0.733333
