,Data,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao Piche,Temp Comp Media,Umidade Relativa Media,Velocidade do Vento Media
15372,02/02/2003,0.0,29.7,19.8,11.7,8.6,23.86,65.25,4.133333
15373,03/02/2003,0.0,29.7,18.6,8.9,9.4,22.5,68.25,3.3
15374,04/02/2003,15.6,29.9,17.4,10.0,6.0,23.62,67.75,1.333333
15375,05/02/2003,0.0,29.9,19.2,6.9,5.5,22.58,76.0,1.9666669999999997
15376,06/02/2003,11.5,29.9,18.0,6.7,3.9,22.58,78.75,2.733333
15377,07/02/2003,32.5,30.3,18.8,6.5,3.8,23.42,68.25,1.6
15378,08/02/2003,0.2,30.5,19.8,11.5,6.3,24.58,59.75,2.0
15379,09/02/2003,0.0,31.5,19.6,11.3,7.5,24.78,57.0,2.6
15380,10/02/2003,0.0,30.3,19.2,11.0,8.2,24.5,49.0,2.6333330000000004
15381,11/02/2003,0.0,31.9,19.0,11.0,9.5,25.66,53.5,1.633333
15382,12/02/2003,0.0,30.7,19.8,9.9,8.7,24.78,59.5,1.9666669999999997
15383,13/02/2003,0.0,29.9,20.0,8.1,7.8,24.74,59.5,2.4666669999999997
15384,14/02/2003,0.0,28.9,19.6,5.9,7.8,22.34,85.0,3.3
15385,15/02/2003,12.8,24.5,18.5,1.2,3.0,20.32,92.5,2.733333
15386,16/02/2003,47.5,24.7,18.6,1.1,1.4,20.82,88.5,4.133333
15387,17/02/2003,5.4,24.7,18.4,0.6,1.5,20.42,95.25,1.4
15388,18/02/2003,11.1,26.7,18.6,3.5,1.0,21.94,87.25,2.1
15389,19/02/2003,29.8,27.3,19.0,2.4,2.3,21.54,88.0,2.733333
15390,20/02/2003,24.6,28.7,19.0,6.4,1.6,22.9,78.25,2.733333
15391,21/02/2003,5.2,30.1,19.0,8.1,2.4,22.42,82.25,1.9
15392,22/02/2003,6.0,30.1,19.8,10.9,3.0,23.5,66.25,3.0
15393,23/02/2003,0.0,29.5,18.8,10.0,8.4,23.3,63.75,3.766667
15394,24/02/2003,0.0,29.7,19.2,11.3,8.7,23.3,56.25,3.6333330000000004
15395,25/02/2003,0.0,30.5,18.4,10.9,10.0,23.9,54.0,2.5
15396,26/02/2003,0.0,32.1,19.2,10.8,9.0,25.66,54.25,1.5
15397,27/02/2003,0.0,32.3,19.8,9.6,8.6,24.34,69.75,1.066667
15398,28/02/2003,0.2,32.5,20.8,10.9,6.3,25.62,59.25,2.2
15399,01/03/2003,0.0,31.1,20.0,7.1,7.9,24.14,57.75,2.766667
15400,02/03/2003,0.0,28.9,19.0,8.0,7.2,24.1,67.5,1.633333
15401,03/03/2003,0.2,29.3,18.6,5.2,4.6,22.54,72.25,1.066667
15402,04/03/2003,0.6,31.7,18.6,8.7,4.0,23.22,70.25,2.166667
15403,05/03/2003,46.2,30.1,18.0,7.7,4.2,23.74,69.5,2.066667
15404,06/03/2003,0.0,30.1,20.0,10.5,6.1,26.26,48.0,2.733333
15405,07/03/2003,0.0,31.5,20.2,8.4,7.7,24.46,64.0,2.2
15406,08/03/2003,0.2,26.1,18.2,0.7,6.0,20.78,86.5,2.0333330000000003
15407,09/03/2003,12.8,25.0,18.6,2.8,2.6,21.36,80.75,3.833333
15408,10/03/2003,27.0,22.1,17.6,0.6,3.1,19.74,91.75,3.0333330000000003
15409,11/03/2003,14.6,25.7,18.8,2.3,0.9,21.02,91.0,2.0
15410,12/03/2003,15.4,27.3,19.0,2.9,1.8,21.22,89.0,2.166667
15411,13/03/2003,8.6,24.9,18.4,0.0,1.8,20.26,92.25,1.9240669999999997
15412,14/03/2003,0.6,29.1,17.2,5.7,0.7,22.38,81.5,2.066667
15413,15/03/2003,0.0,28.7,19.4,7.6,3.1,22.82,81.75,2.3666669999999996
15414,16/03/2003,3.3,28.5,19.6,6.1,3.5,22.94,73.25,2.4666669999999997
15415,17/03/2003,9.7,28.5,19.0,4.9,3.7,21.42,84.5,2.733333
15416,18/03/2003,3.8,20.9,18.2,0.0,1.8,19.1,94.25,1.066667
15417,19/03/2003,4.2,27.3,17.6,4.7,0.6,21.62,79.25,2.4666669999999997
15418,20/03/2003,1.0,27.9,18.4,8.2,3.4,22.46,77.25,2.6333330000000004
15419,21/03/2003,0.0,26.1,19.0,2.4,4.2,22.18,89.5,1.633333
15420,22/03/2003,13.0,27.7,18.0,6.4,2.0,22.14,85.0,1.9
15421,23/03/2003,0.8,27.7,19.2,6.2,2.2,22.34,81.25,2.433333
15422,24/03/2003,0.0,27.5,19.0,6.7,4.0,22.3,74.25,3.3
15423,25/03/2003,0.0,28.3,18.6,7.8,4.8,22.7,72.5,2.4666669999999997
15424,26/03/2003,5.4,22.5,18.4,0.0,4.2,19.34,91.25,2.9
15425,27/03/2003,2.1,22.3,18.0,0.0,1.4,19.34,93.0,2.233333
15426,28/03/2003,2.5,27.7,16.8,7.5,1.2,20.94,76.25,2.4666669999999997
15427,29/03/2003,0.0,27.5,17.6,10.5,4.2,21.42,70.25,4.133333
15428,30/03/2003,0.0,29.1,17.9,10.2,6.0,22.52,67.75,2.4
15429,31/03/2003,0.0,29.7,19.4,7.1,5.8,22.74,73.5,1.9
15430,01/04/2003,0.0,30.7,19.2,9.1,4.8,23.26,67.5,1.333333
15431,02/04/2003,0.2,30.7,18.6,10.0,5.8,22.86,68.5,3.5333330000000003
15432,03/04/2003,0.0,28.9,19.0,2.5,6.0,22.78,73.75,1.1
15433,04/04/2003,0.0,26.7,19.2,1.7,4.3,21.46,82.0,2.2
15434,05/04/2003,18.8,27.3,16.8,7.3,2.9,21.26,80.5,1.633333
15435,06/04/2003,0.4,26.7,17.0,4.9,2.8,21.3,88.0,1.333333
15436,07/04/2003,2.3,29.3,18.4,6.1,1.8,22.06,82.0,1.9
15437,08/04/2003,1.6,27.3,18.8,6.5,3.0,22.34,77.75,3.2
15438,09/04/2003,0.0,26.1,19.4,0.9,4.3,21.42,86.75,2.6333330000000004
15439,10/04/2003,11.2,23.7,17.8,1.1,2.2,19.38,93.5,1.1
15440,11/04/2003,23.6,26.1,16.0,5.0,0.6,20.1,81.5,1.9
15441,12/04/2003,0.0,24.1,16.0,0.7,3.0,19.42,79.25,2.166667
15442,13/04/2003,0.0,28.5,14.2,9.9,3.8,20.9,68.5,3.3
15443,14/04/2003,0.0,23.7,17.0,2.0,5.8,19.22,84.75,3.8666669999999996
15444,15/04/2003,0.0,20.7,17.4,0.0,3.4,18.86,91.5,2.2
15445,16/04/2003,0.6,26.5,15.6,10.5,1.2,20.7,71.0,2.4666669999999997
15446,17/04/2003,0.0,27.1,17.0,10.3,4.8,20.86,63.75,2.733333
15447,18/04/2003,0.0,27.9,16.6,9.9,7.1,22.06,68.0,2.4666669999999997
15448,19/04/2003,0.0,29.1,18.0,10.2,6.5,22.82,70.25,1.633333
15449,20/04/2003,0.0,28.9,19.0,9.1,5.0,22.58,72.75,1.9
15450,21/04/2003,0.0,28.5,18.0,10.3,5.2,22.26,66.0,3.0333330000000003
15451,22/04/2003,0.0,27.9,18.0,10.7,7.3,21.78,65.5,4.266667
15452,23/04/2003,0.0,27.9,17.4,10.0,7.8,21.98,65.5,3.566667
15453,24/04/2003,0.0,27.7,17.0,10.2,7.3,21.3,71.0,3.8666669999999996
15454,25/04/2003,0.0,28.7,17.4,10.2,6.6,22.22,67.75,2.0
15455,26/04/2003,0.0,29.5,17.8,9.7,6.7,22.62,65.25,2.7
15456,27/04/2003,0.0,30.1,17.8,10.7,6.7,23.18,56.0,2.1333330000000004
15457,28/04/2003,0.0,30.0,17.0,10.5,8.0,22.96,52.0,2.166667
15458,29/04/2003,0.0,29.7,18.4,10.4,7.3,23.06,57.5,1.066667
15459,30/04/2003,0.0,29.1,17.8,10.1,8.0,22.42,55.25,2.6333330000000004
15460,01/05/2003,0.0,29.0,16.8,9.7,7.9,22.48,56.75,1.9333330000000002
15461,02/05/2003,0.0,28.6,16.4,9.9,7.0,22.4,62.25,2.433333
15462,03/05/2003,4.0,26.9,17.2,8.8,5.7,20.74,75.5,1.8
15463,04/05/2003,0.0,25.7,14.2,9.2,5.9,19.18,75.75,4.966667
15464,05/05/2003,4.6,25.7,16.4,4.3,0.5,19.06,87.25,3.3
15465,06/05/2003,30.4,19.7,16.0,0.0,1.8,16.94,93.25,2.7
15466,07/05/2003,15.4,20.1,10.0,7.2,0.8,13.34,87.5,2.6333330000000004
15467,08/05/2003,0.0,22.5,7.8,9.3,3.6,13.38,61.5,2.6333330000000004
15468,09/05/2003,0.0,23.7,8.4,9.0,5.7,15.02,60.25,2.433333
15469,10/05/2003,0.0,23.9,11.8,8.6,7.1,16.74,59.75,4.4
15470,11/05/2003,0.0,24.3,12.6,8.5,8.2,17.3,65.5,3.833333
15471,12/05/2003,0.0,23.5,13.2,7.7,6.4,17.26,69.75,4.866667
15472,13/05/2003,0.0,23.3,13.4,8.4,6.0,17.54,69.75,4.6
15473,14/05/2003,0.0,24.7,14.2,9.0,6.4,18.9,65.0,2.733333
15474,15/05/2003,0.0,26.3,14.8,9.7,7.4,19.5,66.75,4.4
15475,16/05/2003,0.0,24.9,15.4,10.1,6.8,19.1,73.75,3.8666669999999996
15476,17/05/2003,0.0,25.3,14.8,10.5,6.0,18.78,65.5,2.733333
15477,18/05/2003,0.0,26.1,14.0,10.2,6.0,19.46,64.0,2.733333
15478,19/05/2003,0.0,26.5,13.0,10.0,5.3,19.26,65.75,4.133333
15479,20/05/2003,0.0,26.3,15.0,8.9,7.5,19.62,66.0,3.166667
15480,21/05/2003,0.0,27.5,16.0,9.5,6.3,21.18,57.0,2.733333
15481,22/05/2003,0.0,27.9,16.0,9.2,7.0,21.1,61.75,1.8
15482,23/05/2003,0.0,27.9,16.0,8.6,6.0,19.5,71.5,3.6
15483,24/05/2003,1.6,20.5,15.0,1.0,4.6,17.06,90.75,2.4666669999999997
15484,25/05/2003,0.1,22.3,11.4,9.2,1.4,15.14,64.5,3.333333
15485,26/05/2003,0.0,26.5,8.6,10.3,5.8,17.22,47.0,1.633333
15486,27/05/2003,0.0,26.9,11.0,10.1,8.2,18.46,47.5,2.6
15487,28/05/2003,0.0,26.7,16.4,5.5,8.8,19.5,73.5,2.733333
15488,29/05/2003,1.0,26.1,14.2,9.9,4.4,19.7,69.0,3.733333
15489,30/05/2003,0.0,26.3,15.4,9.1,4.6,19.34,70.75,3.233333
15490,31/05/2003,0.0,24.6,15.0,8.5,5.8,18.68,67.5,2.733333
15491,01/06/2003,0.0,24.1,14.8,5.9,6.9,18.14,68.75,3.2
15492,02/06/2003,0.0,26.3,14.2,6.3,6.2,19.66,68.25,3.4666669999999997
15493,03/06/2003,0.0,27.9,16.0,9.2,4.6,21.5,70.0,1.333333
15494,04/06/2003,0.0,28.9,17.4,9.7,4.7,22.3,69.25,1.9666669999999997
15495,05/06/2003,0.0,28.3,17.0,9.1,5.0,21.98,67.0,2.4666669999999997
15496,06/06/2003,0.0,24.9,16.8,4.4,6.2,20.22,72.0,2.166667
15497,07/06/2003,0.0,27.3,16.2,9.6,4.3,20.98,67.0,2.6333330000000004
15498,08/06/2003,0.0,27.5,15.8,9.7,6.0,21.22,62.5,2.166667
15499,09/06/2003,0.0,26.7,16.0,10.0,7.0,19.98,66.0,2.733333
15500,10/06/2003,0.0,25.9,15.0,10.0,8.6,19.14,65.25,4.433333
15501,11/06/2003,0.0,26.7,13.8,10.0,7.7,19.66,65.75,2.766667
15502,12/06/2003,0.0,27.5,16.0,9.9,5.2,21.42,65.75,2.166667
15503,13/06/2003,0.0,28.5,16.2,10.1,6.6,21.62,58.5,1.6
15504,14/06/2003,0.0,28.1,16.2,10.1,7.0,21.22,60.75,1.6
15505,15/06/2003,0.0,26.7,16.4,10.0,7.2,20.34,59.75,3.6
15506,16/06/2003,0.0,26.9,15.8,10.0,7.4,19.9,63.0,2.166667
15507,17/06/2003,0.0,26.7,13.2,10.0,7.0,19.3,61.5,2.933333
15508,18/06/2003,0.0,26.5,14.0,10.0,5.4,20.1,58.0,2.9
15509,19/06/2003,0.0,26.7,15.0,9.9,6.4,20.18,59.75,0.966667
15510,20/06/2003,0.0,26.4,13.6,9.8,6.2,19.12,56.5,1.333333
15511,21/06/2003,0.0,25.9,12.8,8.4,6.7,18.26,60.5,1.066667
15512,22/06/2003,0.0,26.3,11.4,10.0,7.1,18.14,47.0,1.366667
15513,23/06/2003,0.0,26.5,11.4,9.9,8.2,18.94,49.25,3.3666669999999996
15514,24/06/2003,0.0,26.9,14.6,9.9,7.8,20.26,51.0,2.066667
15515,25/06/2003,0.0,26.7,13.6,9.9,7.3,19.02,55.5,1.9
15516,26/06/2003,0.0,27.9,15.0,10.0,8.6,20.26,52.75,2.166667
15517,27/06/2003,0.0,26.9,13.6,9.9,7.0,19.54,52.5,1.066667
15518,28/06/2003,0.0,27.7,14.0,9.9,7.0,19.38,58.0,1.066667
15519,29/06/2003,0.0,26.9,13.2,9.9,6.6,18.9,48.25,1.666667
15520,30/06/2003,0.0,25.0,11.6,9.9,7.8,17.28,57.0,3.0
15521,01/07/2003,0.0,24.9,12.0,9.8,8.6,17.34,49.75,2.8666669999999996
15522,02/07/2003,0.0,24.9,12.0,9.9,6.4,17.54,51.75,1.6
15523,03/07/2003,0.0,25.9,11.6,9.8,6.0,18.7,45.75,2.833333
15524,04/07/2003,0.0,25.5,12.8,9.9,8.3,18.26,44.0,1.333333
15525,05/07/2003,0.0,25.9,12.0,10.0,8.6,18.3,42.75,2.4666669999999997
15526,06/07/2003,0.0,26.5,13.4,10.0,8.2,18.86,42.0,1.2
15527,07/07/2003,0.0,27.3,13.8,9.7,8.6,19.58,40.5,1.6
15528,08/07/2003,0.0,26.7,14.2,9.5,8.8,19.46,44.75,2.733333
15529,09/07/2003,0.0,27.9,15.4,10.0,9.6,20.22,48.75,1.9
15530,10/07/2003,0.0,27.9,14.0,8.6,8.8,20.86,47.5,1.333333
15531,11/07/2003,0.0,27.3,15.0,3.9,8.2,20.02,69.75,3.6
15532,12/07/2003,0.0,26.7,15.0,6.1,4.4,18.7,79.25,3.2
15533,13/07/2003,1.9,22.7,14.6,6.0,4.1,17.1,80.5,4.4
15534,14/07/2003,0.0,21.3,13.2,8.9,3.7,16.42,74.0,6.066667
15535,15/07/2003,0.0,23.5,12.4,8.8,5.8,16.66,69.5,4.6666669999999995
15536,16/07/2003,0.0,24.7,11.8,9.0,5.6,17.18,60.75,3.566667
15537,17/07/2003,0.0,24.9,14.0,9.7,7.9,18.1,57.0,3.833333
15538,18/07/2003,0.0,24.9,12.6,9.3,8.8,17.62,55.25,3.266667
15539,19/07/2003,0.0,26.7,13.4,8.4,8.4,18.98,51.5,3.4666669999999997
15540,20/07/2003,0.0,27.7,13.0,10.1,6.9,20.02,42.5,1.7333330000000002
15541,21/07/2003,0.0,27.7,14.0,10.2,9.5,19.26,45.75,1.9
15542,22/07/2003,0.0,26.7,14.8,10.2,8.8,19.46,39.25,3.8666669999999996
15543,23/07/2003,0.0,25.5,14.0,10.1,13.2,18.54,53.25,3.333333
15544,24/07/2003,0.0,26.1,13.2,10.0,9.0,18.54,56.25,5.1
15545,25/07/2003,0.0,25.7,14.6,6.8,10.3,19.94,56.5,2.766667
15546,26/07/2003,0.0,25.5,17.4,7.9,9.0,20.06,51.0,4.1666669999999995
15547,27/07/2003,0.0,23.1,13.8,5.0,9.4,17.66,59.0,4.033333
15548,28/07/2003,0.0,24.5,12.6,8.9,6.8,18.5,52.5,3.0333330000000003
15549,29/07/2003,0.0,24.9,14.2,4.3,10.3,18.9,50.75,3.0333330000000003
15550,30/07/2003,0.0,26.9,16.4,6.2,8.3,20.02,51.25,2.0333330000000003
15551,31/07/2003,0.0,26.5,16.4,5.8,7.5,20.26,46.5,2.166667
15552,01/08/2003,0.0,26.5,16.2,6.1,9.5,20.5,49.25,2.733333
15553,02/08/2003,0.0,26.9,15.4,10.1,9.9,19.78,50.25,4.133333
15554,03/08/2003,0.0,26.3,14.4,10.2,11.1,19.22,48.25,4.433333
15555,04/08/2003,0.0,24.9,14.4,6.5,8.3,19.1,51.0,2.4666669999999997
15556,05/08/2003,0.0,26.9,15.4,7.6,10.5,20.22,50.25,1.9
15557,06/08/2003,0.0,29.9,15.8,9.8,7.8,22.1,49.5,1.633333
15558,07/08/2003,0.0,28.1,16.2,9.1,9.2,20.98,57.25,2.733333
15559,08/08/2003,0.0,30.1,15.6,8.2,6.8,22.78,50.25,2.766667
15560,09/08/2003,0.0,26.5,18.2,3.7,9.0,20.66,65.5,2.833333
15561,10/08/2003,0.0,26.9,15.6,8.7,5.6,19.78,67.0,3.3
15562,11/08/2003,0.0,28.1,14.0,8.8,5.5,20.22,52.75,3.166667
15563,12/08/2003,0.0,28.3,15.0,8.9,7.8,20.42,59.75,4.8
15564,13/08/2003,0.0,28.9,16.3,8.3,8.0,20.8,60.0,3.333333
15565,14/08/2003,2.1,29.1,13.8,9.4,6.2,21.22,48.0,2.166667
15566,15/08/2003,0.0,28.3,14.4,4.4,7.2,19.66,61.0,2.433333
15567,16/08/2003,8.2,25.1,13.2,9.5,5.3,18.06,66.0,2.833333
15568,17/08/2003,0.0,24.7,9.4,10.7,5.6,15.82,42.5,2.333333
15569,18/08/2003,0.0,27.1,9.2,10.7,8.7,17.74,33.0,3.8666669999999996
15570,19/08/2003,0.0,27.3,13.4,10.4,12.6,19.26,44.5,4.1666669999999995
15571,20/08/2003,0.0,26.9,14.0,10.4,11.5,19.34,41.0,4.1
15572,21/08/2003,0.0,28.2,14.6,10.6,11.5,20.0,38.25,3.0
15573,22/08/2003,0.0,29.7,15.2,10.5,12.3,21.54,30.25,2.9
15574,23/08/2003,0.0,29.3,16.2,10.4,12.2,21.5,33.5,4.266667
15575,24/08/2003,0.0,29.7,15.4,10.3,15.2,22.02,42.5,3.1333330000000004
15576,25/08/2003,0.0,28.3,16.4,5.5,9.1,19.58,69.0,5.533333
15577,26/08/2003,2.0,23.9,12.6,3.2,6.1,17.14,80.5,2.433333
15578,27/08/2003,0.0,27.9,13.6,8.4,2.8,19.34,70.0,3.066667
15579,28/08/2003,0.8,25.3,16.2,5.0,5.6,19.7,66.25,3.0333330000000003
15580,29/08/2003,0.0,25.3,13.8,3.3,5.3,18.94,80.75,1.9
15581,30/08/2003,0.0,28.1,14.4,8.2,5.5,20.02,69.75,3.566667
15582,31/08/2003,0.0,30.7,16.4,7.8,5.7,22.06,61.5,2.0
15583,01/09/2003,8.1,30.5,16.8,9.8,6.0,23.22,46.75,2.6333330000000004
15584,02/09/2003,0.0,29.9,17.8,6.3,9.2,23.06,43.0,1.333333
15585,03/09/2003,0.0,28.7,16.4,8.4,9.6,20.1,61.0,3.3
15586,04/09/2003,5.0,26.1,15.4,8.9,7.3,19.42,61.0,4.433333
15587,05/09/2003,0.0,27.5,14.6,10.5,8.4,19.9,54.25,4.6666669999999995
15588,06/09/2003,0.0,27.3,14.4,10.1,9.8,19.9,50.0,3.8666669999999996
15589,07/09/2003,0.0,28.1,15.2,10.0,11.3,20.58,47.25,3.766667
15590,08/09/2003,0.0,28.3,14.8,8.7,12.3,21.14,45.75,2.733333
15591,09/09/2003,0.0,27.9,16.4,4.0,11.1,21.82,47.25,1.9333330000000002
15592,10/09/2003,0.0,30.3,17.8,6.2,12.5,21.34,63.5,5.2
15593,11/09/2003,0.0,26.5,14.0,6.0,7.0,18.58,67.5,2.933333
15594,12/09/2003,0.0,30.5,14.2,8.8,5.5,20.5,71.75,3.833333
15595,13/09/2003,26.2,27.1,16.6,4.7,6.0,19.46,84.5,1.333333
15596,14/09/2003,9.2,27.5,14.6,9.7,3.0,20.34,63.5,3.566667
15597,15/09/2003,0.0,28.9,14.6,6.2,6.8,20.7,66.75,3.666667
15598,16/09/2003,9.2,22.7,14.8,0.0,6.2,17.02,91.75,1.6
15599,17/09/2003,2.0,25.7,14.8,6.5,1.5,19.94,67.5,2.733333
15600,18/09/2003,0.0,27.5,15.8,8.7,5.4,20.54,66.25,2.833333
15601,19/09/2003,0.0,29.1,16.0,10.2,6.0,21.5,57.75,4.8333330000000005
15602,20/09/2003,0.0,29.9,15.8,10.1,9.3,22.22,46.75,3.3
15603,21/09/2003,0.0,29.1,17.2,10.3,11.3,22.58,37.0,3.8
15604,22/09/2003,0.0,30.3,17.4,9.0,14.7,23.02,37.25,2.4666669999999997
15605,23/09/2003,0.0,31.7,16.6,10.4,12.2,24.42,28.5,2.166667
15606,24/09/2003,0.0,33.5,18.6,10.6,12.1,25.66,30.25,2.2
15607,25/09/2003,0.0,34.3,21.0,10.5,12.1,27.38,29.5,1.9
15608,26/09/2003,0.0,33.7,21.8,7.5,13.8,26.7,35.5,2.066667
15609,27/09/2003,3.6,29.3,17.8,5.2,12.7,22.02,64.5,2.166667
15610,28/09/2003,3.8,28.3,14.2,3.0,5.6,20.26,78.75,2.2
15611,29/09/2003,46.8,24.5,14.2,2.8,2.4,19.1,81.75,1.633333
15612,30/09/2003,0.0,29.5,17.0,7.5,2.6,22.58,64.75,1.6
15613,01/10/2003,0.0,30.0,17.6,10.1,6.0,22.64,60.75,3.3
15614,02/10/2003,0.0,30.7,17.8,10.5,8.0,23.02,55.0,2.4666669999999997
15615,03/10/2003,0.0,30.5,17.4,10.6,10.0,23.38,47.25,2.733333
15616,04/10/2003,0.0,30.9,18.0,11.0,13.5,23.98,42.75,2.433333
15617,05/10/2003,0.0,31.7,18.0,10.7,13.8,24.34,41.75,2.733333
15618,06/10/2003,0.0,31.0,18.6,8.6,10.8,23.4,58.5,2.166667
15619,07/10/2003,0.0,30.5,20.2,4.4,8.3,23.54,57.75,3.333333
15620,08/10/2003,26.8,24.1,17.0,0.0,7.2,19.26,90.5,1.9
15621,09/10/2003,4.2,27.9,17.6,3.9,1.9,22.18,62.0,2.766667
15622,10/10/2003,12.4,29.1,16.4,7.3,5.6,21.02,83.5,1.633333
15623,11/10/2003,9.2,24.5,17.4,0.6,4.8,20.5,76.75,2.166667
15624,12/10/2003,0.0,27.5,17.0,8.0,2.6,21.14,71.75,3.0
15625,13/10/2003,0.0,25.3,15.2,5.6,5.9,19.5,70.75,3.8666669999999996
15626,14/10/2003,0.0,26.3,15.0,10.1,5.8,20.06,58.5,2.733333
15627,15/10/2003,0.0,27.7,15.2,9.5,8.8,20.94,50.5,3.4666669999999997
15628,16/10/2003,0.0,28.3,14.0,10.8,9.0,20.74,44.25,4.5
15629,17/10/2003,0.0,29.3,15.2,11.3,11.3,21.26,44.0,2.733333
15630,18/10/2003,0.0,30.5,16.4,11.1,11.0,23.7,34.75,3.0333330000000003
15631,19/10/2003,0.0,32.3,19.4,10.3,12.2,25.66,33.75,2.4666669999999997
15632,20/10/2003,0.0,33.5,19.0,6.7,12.2,26.14,34.25,1.333333
15633,21/10/2003,0.0,33.9,18.0,10.4,12.1,25.3,39.0,3.6
15634,22/10/2003,0.0,25.3,18.0,0.0,13.0,20.14,85.25,1.333333
15635,23/10/2003,6.2,21.3,17.0,0.0,2.0,18.54,92.5,3.7
15636,24/10/2003,8.6,25.1,16.6,7.0,1.4,20.58,74.0,3.566667
15637,25/10/2003,0.0,29.9,16.4,11.5,4.6,22.66,51.5,3.0333330000000003
15638,26/10/2003,0.0,30.9,18.0,11.0,8.2,24.1,53.5,3.6
15639,27/10/2003,0.0,28.3,20.0,2.8,9.3,22.74,65.75,1.9
15640,28/10/2003,1.6,27.9,18.4,2.2,6.1,22.98,54.25,3.3
15641,29/10/2003,0.0,25.9,18.0,1.5,9.4,20.58,69.75,2.733333
15642,30/10/2003,0.0,26.5,17.2,1.1,5.0,21.62,62.0,2.4666669999999997
15643,31/10/2003,0.0,31.9,18.2,8.1,6.3,22.7,64.75,2.166667
15644,01/11/2003,2.1,26.9,17.8,3.7,6.5,21.38,73.0,0.8
15645,02/11/2003,0.4,26.9,18.2,2.5,3.6,20.82,83.25,2.166667
15646,03/11/2003,18.0,27.7,16.6,7.1,2.5,20.66,69.0,2.9
15647,04/11/2003,0.0,26.9,14.8,10.6,5.4,20.06,92.5,3.766667
15648,05/11/2003,0.0,27.5,16.8,8.3,8.3,21.98,62.25,3.3
15649,06/11/2003,57.2,22.8,16.4,0.0,6.3,18.68,84.75,3.8666669999999996
15650,07/11/2003,0.0,24.3,15.0,2.8,2.2,17.82,81.0,2.4666669999999997
15651,08/11/2003,15.4,29.5,15.0,10.7,2.3,21.78,68.0,1.333333
15652,09/11/2003,0.0,31.5,18.2,10.5,5.8,24.54,54.5,1.3
15653,10/11/2003,0.0,32.5,19.2,11.3,7.0,25.86,51.75,2.166667
15654,11/11/2003,0.0,31.5,19.2,10.3,9.7,25.1,52.0,3.566667
15655,12/11/2003,0.0,30.7,19.8,9.1,10.5,24.82,59.5,3.0
15656,13/11/2003,3.2,24.3,18.6,0.3,5.5,21.02,87.5,1.066667
